author_1_name,author_2_name,year,collaboration_count
"Tasquier, G.","Mozaffari, F.",2025,1
"Tasquier, G.","Dunhill, G.",2025,1
"Tasquier, G.","Fitzmaurice, H. L.",2025,1
"Tasquier, G.","Kang, H.",2025,1
"Tasquier, G.","Barton, J. C.",2025,1
"Tasquier, G.","Tripp, J.",2025,1
"Tasquier, G.","Lanouette, K.",2025,1
"Tasquier, G.","Stapleton, M. K.",2025,1
"Tasquier, G.","Wilkerson, M. H.",2025,1
"Tasquier, G.","Waight, N.",2025,1
"Tasquier, G.","Park, W.",2025,1
"Mangione, G. R. J.","Pieri, M.",2025,1
"Shoji, G.","Ozawa, S.",2025,1
"Shoji, G.","Naganuma, S.",2025,1
"Asadi, G.","Jalan, R.",2025,1
"Irgens, G. A.","Adefisayo, A. O.",2025,1
"Irgens, G. A.","Behboudi, A.",2025,1
"Irgens, G. A.","Outley, C.",2025,1
"Irgens, G. A.","Aminulai, O. I.",2025,1
"Haddadian, G.","Schunn, C. D.",2025,1
"Haddadian, G.","Khosravi, H.",2025,1
"Haddadian, G.","Han, H.",2025,1
"Haddadian, G.","Hornstein, J.",2025,1
"Haddadian, G.","Banihashem, K.",2025,1
"Haddadian, G.","Abdeen, M. S.",2025,1
"Haddadian, G.","Yu, Q.",2025,1
"Haddadian, G.","Pozdniakov, S.",2025,1
"Haddadian, G.","Gao, X.",2025,1
"Yiwei, G.","Yisheng, Q.",2025,1
"Chen, G. A.","Oyibocha, A.",2025,1
"Chen, G. A.","Blake, A. R.",2025,1
"Chen, G. A.","Banerjee, A.",2025,1
"Chen, G. A.","Chen, A.",2025,1
"Chen, G. A.","Malcolm, B.",2025,1
"Chen, G. A.","Paré, D.",2025,1
"Chen, G. A.","Knee, E.",2025,1
"Chen, G. A.","McNabb, E.",2025,1
"Chen, G. A.","Keenan, H. B.",2025,1
"Chen, G. A.","Y, J.",2025,1
"Chen, G. A.","Takeuchi, M. A.",2025,1
"Chen, G. A.","Desai, P.",2025,1
"Chen, G. A.","Krishnamoorthy, R.",2025,1
"Chen, G. A.","Edworthy, S.",2025,1
"Chen, G. A.","Vea, T.",2025,1
"Lin, G. C.","Toutziaridi, A. C.",2025,1
"Lin, G. C.","Farid, A.",2025,1
"Lin, G. C.","Hanks, B.",2025,1
"Lin, G. C.","Stevens, C.",2025,1
"Lin, G. C.","Doherty, E.",2025,1
"Lin, G. C.","Cao, L.",2025,1
"Lin, G. C.","Fenech, M.",2025,1
"Lin, G. C.","Ravi, P.",2025,1
"Lin, G. C.","Santagata, R.",2025,1
"Lin, G. C.","Ludovise, S.",2025,1
"Lin, G. C.","Nguyen, V.",2025,1
"Loiacono, G.","Huffman, A.",2025,1
"Loiacono, G.","Mcgaw, C. C.",2025,1
"Loiacono, G.","Morton, K. R.",2025,1
"Loiacono, G.","Roseberry, R.",2025,1
"Loiacono, G.","Rivera, R.",2025,1
"Winters, G.","Jacobson, E.",2025,1
"Xing, G.","Dantu, K.",2025,1
"Xing, G.","Sadeghi, S.",2025,1
"Xing, G.","Yamamoto, Y.",2025,1
"Purcell, G.","Gardner, K.",2025,1
"Purcell, G.","Kilpatrick, M.",2025,1
"Purcell, G.","Wilcox, O.",2025,1
"Segura, G.","Adanna, T.",2025,1
"Grab, G. B.","D’Mello, S.",2025,1
"Grab, G. B.","Breideband, T.",2025,1
"Grab, G. B.","Singh, T.",2025,1
"McGowin, G.","Fiore, S. M.",2025,1
"Pask, G.","Santos, G.",2025,1
"Pérez, G.","Rahman, F.",2025,1
"Pérez, G.","Wendell, K. B.",2025,1
"Pérez, G.","Suarez, L.",2025,1
"Pérez, G.","Jimenez, M.",2025,1
"Pérez, G.","Eshun, P.",2025,1
"Pérez, G.","Shrestha, P.",2025,1
"Pérez, G.","Pierre, T.",2025,1
"Pérez, G.","Pino, Y. P.",2025,1
"Yuan, G.","Chan, R. K.",2025,1
"Yuan, G.","Chen, S.",2025,1
"Yuan, G.","Yap, T. L.",2025,1
"Yuan, G.","Pang, X.",2025,1
"Yuan, G.","Soh, X.",2025,1
"Yuan, G.","Wang, Y.",2025,1
"Yuan, G.","Han, Z.",2025,1
"Su, G.","Le, C.",2025,1
"Su, G.","Xu, J. S.",2025,1
"Hung, G.","Chang, C.",2025,1
"Hung, G.","Chai, C.",2025,1
"Lane, H. C.","Nadler, D.",2025,1
"Lane, H. C.","Ginger, J.",2025,1
"Lane, H. C.","Duda, K.",2025,1
"Lane, H. C.","Hum, S.",2025,1
"Nguyen, H.","Farid, A.",2025,1
"Nguyen, H.","Nguyen, A.",2025,1
"Nguyen, H.","Hernandez, A.",2025,1
"Nguyen, H.","Hanks, B.",2025,1
"Nguyen, H.","Soliman, D.",2025,1
"Nguyen, H.","Doherty, E.",2025,1
"Nguyen, H.","Lin, G. C.",2025,1
"Nguyen, H.","Pei, J.",2025,1
"Nguyen, H.","Kang, J.",2025,1
"Nguyen, H.","Hirshfield, L.",2025,1
"Nguyen, H.","Cao, L.",2025,1
"Nguyen, H.","Fenech, M.",2025,1
"Nguyen, H.","Ko, M. M.",2025,1
"Nguyen, H.","Park, S.",2025,1
"Nguyen, H.","Nguyen, V.",2025,1
"Nguyen, H.","Zhou, Y.",2025,1
"Bae, H.","Buli, T.",2025,1
"Li, H.","Oh, H.",2025,1
"Li, H.","Liu, R.",2025,1
"Wan, H.","Wang, Q.",2025,1
"Wan, H.","Lin, Q.",2025,1
"Wan, H.","Sui, X.",2025,1
"Xin, H.","Liu, J.",2025,1
"Xin, H.","Lan, L.",2025,1
"Xin, H.","Li, S.",2025,1
"Xin, H.","Chen, X.",2025,1
"Xin, H.","Hu, Z.",2025,1
"Shirouzu, H.","Masukawa, H.",2025,1
"Shirouzu, H.","Ikeda, Y.",2025,1
"Sung, H.","Greene, J. A.",2025,1
"Sung, H.","Yu, L.",2025,1
"Sung, H.","Bernacki, M.",2025,1
"Sung, H.","Plumley, R. D.",2025,1
"Aarnio, H.","Suviniitty, J.",2025,1
"Järvenoja, H.","Ong, A.",2025,1
"Järvenoja, H.","Nakata, A.",2025,1
"Järvenoja, H.","Varda, C.",2025,1
"Järvenoja, H.","Asadi, G.",2025,1
"Järvenoja, H.","Suoraniemi, J.",2025,1
"Järvenoja, H.","Kreijns, K.",2025,1
"Järvenoja, H.","Turunen, M.",2025,1
"Järvenoja, H.","Reznick, N.",2025,1
"Järvenoja, H.","Jalan, R.",2025,1
"Järvenoja, H.","Ahola, S.",2025,1
"Järvenoja, H.","Tran, T. C.",2025,1
"Järvenoja, H.","Leung, V.",2025,1
"Järvenoja, H.","Zhang, W.",2025,1
"Järvenoja, H.","Nguyen, Z.",2025,1
"Ziegler, H.","Gonzales, A.",2025,1
"Ziegler, H.","Li, F.",2025,1
"Muukkonen, H.","Yarden, A.",2025,1
"Muukkonen, H.","Silvola, A.",2025,1
"Muukkonen, H.","Schwarz, B. B.",2025,1
"Muukkonen, H.","Koichu, B.",2025,1
"Muukkonen, H.","Wiig, C.",2025,1
"Muukkonen, H.","Damşa, C.",2025,1
"Muukkonen, H.","Gormley, G.",2025,1
"Muukkonen, H.","Takalo-Kastari, H.",2025,1
"Muukkonen, H.","Wøien, H.",2025,1
"Muukkonen, H.","Clarke, J. A.",2025,1
"Muukkonen, H.","Mathiesen, L.",2025,1
"Muukkonen, H.","Tabach, M.",2025,1
"Muukkonen, H.","Arthars, N.",2025,1
"Muukkonen, H.","Novis-Deutsch, N.",2025,1
"Muukkonen, H.","Kulmala, P.",2025,1
"Muukkonen, H.","Esterhazy, R.",2025,1
"Muukkonen, H.","Conn, R.",2025,1
"Muukkonen, H.","Hofmann, R.",2025,1
"Muukkonen, H.","Säljö, R.",2025,1
"Muukkonen, H.","Woodward, R.",2025,1
"Muukkonen, H.","O’Hare, S.",2025,1
"Muukkonen, H.","Hukkanen, S.",2025,1
"Su, H.","Zhou, J.",2025,1
"Su, H.","Shen, K.",2025,1
"Su, H.","Gao, L.",2025,1
"Su, H.","Fan, Y.",2025,1
"Su, H.","Liu, Y.",2025,1
"Su, H.","Li, Z.",2025,1
"Wang, H.","Bao, C.",2025,1
"Keenan, H. B.","Oyibocha, A.",2025,1
"Keenan, H. B.","Banerjee, A.",2025,1
"Keenan, H. B.","Knee, E.",2025,1
"Keenan, H. B.","Desai, P.",2025,1
"Keenan, H. B.","Edworthy, S.",2025,1
"Khosravi, H.","Yu, Q.",2025,1
"Khosravi, H.","Pozdniakov, S.",2025,1
"Karakis, H. K.","Lane, H.",2025,1
"Karakis, H. K.","Schmidt, M.",2025,1
"Karakis, H. K.","Shen, Q.",2025,1
"Karakis, H. K.","Tai, X.",2025,1
"Johnson, H. J.","Santely, A. S.",2025,1
"Johnson, H. J.","Gentry, A.",2025,1
"Johnson, H. J.","Mawyer, K.",2025,1
"Johnson, H. J.","Kloser, M.",2025,1
"Johnson, H. J.","Keifert, T.",2025,1
"Johnson, H. J.","Dankwa, Y.",2025,1
"Killen, H.","McKoy, A.",2025,1
"Killen, H.","Quiterio, A.",2025,1
"Killen, H.","Kennedy, R.",2025,1
"Killen, H.","Arnold, S. T.",2025,1
"Killen, H.","Tran, T. C.",2025,1
"Killen, H.","Nguyen, V.",2025,1
"Leary, H.","Moore, A.",2025,1
"Leary, H.","Smith, C.",2025,1
"Leary, H.","Measom, E.",2025,1
"Leary, H.","Purcell, G.",2025,1
"Leary, H.","Stowers, J.",2025,1
"Leary, H.","Gardner, K.",2025,1
"Leary, H.","Kilpatrick, M.",2025,1
"Leary, H.","Longhurst, M.",2025,1
"Leary, H.","Wilcox, O.",2025,1
"Leary, H.","Sansom, R.",2025,1
"Wallace, H.","Jenkins, G.",2025,1
"Lotz-Sisitka, H.","Sibanda, A.",2025,1
"Lotz-Sisitka, H.","Sousa, B. D.",2025,1
"Lotz-Sisitka, H.","Mandikonza, C.",2025,1
"Lotz-Sisitka, H.","Kronlid, D.",2025,1
"Lotz-Sisitka, H.","Jalasi, E.",2025,1
"Lotz-Sisitka, H.","Rivera, J. C. S.",2025,1
"Lotz-Sisitka, H.","Conder-Aller, L.",2025,1
"Lotz-Sisitka, H.","Gutiérrez, M. Z.",2025,1
"Lotz-Sisitka, H.","Mponwana, M.",2025,1
"Lotz-Sisitka, H.","O’Donoghue, R.",2025,1
"Lotz-Sisitka, H.","Staden, W. V.",2025,1
"Fitzmaurice, H. L.","Sayavedra, A.",2025,1
"Fitzmaurice, H. L.","Vil, C. S.",2025,1
"Fitzmaurice, H. L.","Slown, C.",2025,1
"Fitzmaurice, H. L.","Mozaffari, F.",2025,1
"Fitzmaurice, H. L.","Tripp, J.",2025,1
"Fitzmaurice, H. L.","Stapleton, M. K.",2025,1
"Fitzmaurice, H. L.","Wilkerson, M. H.",2025,1
"Fitzmaurice, H. L.","Park, W.",2025,1
"Zhang, H.","Han, A.",2025,1
"Zhang, H.","Perez, A.",2025,1
"Zhang, H.","Rabinowitz, G.",2025,1
"Zhang, H.","Malyn-Smith, J.",2025,1
"Zhang, H.","Moore, K.",2025,1
"Zhang, H.","Moore, K. S.",2025,1
"Zhang, H.","Peterson, K.",2025,1
"Zhang, H.","Weckel, M.",2025,1
"Zhang, H.","Wilkerson, M. H.",2025,1
"Zhang, H.","Gupta, P.",2025,1
"Zhang, H.","Burke, Q.",2025,1
"Zhang, H.","Ali, S.",2025,1
"Yuvaraja, H. K.","Lei, J.",2025,1
"Yuvaraja, H. K.","Chen, Y.",2025,1
"Zhao, H.","Xia, Z.",2025,1
"Takalo-Kastari, H.","Kulmala, P.",2025,1
"Vartiainen, H.","Quiterio, A.",2025,1
"Vartiainen, H.","Noh, D.",2025,1
"Vartiainen, H.","Jetzinger, F.",2025,1
"Vartiainen, H.","Bodon, H.",2025,1
"Vartiainen, H.","Kshirsagar, K.",2025,1
"Vartiainen, H.","Musaeus, L. H.",2025,1
"Vartiainen, H.","Morales-Navarro, L.",2025,1
"Vartiainen, H.","Butler, M.",2025,1
"Vartiainen, H.","Smith, M.",2025,1
"Vartiainen, H.","Iivari, N.",2025,1
"Vartiainen, H.","Iversen, O. S.",2025,1
"Vartiainen, H.","Ali, S.",2025,1
"Vartiainen, H.","Michaeli, T.",2025,1
"Bodon, H.","Noh, D.",2025,1
"Bodon, H.","Butler, M.",2025,1
"Shah, H.","Li, H.",2025,1
"Shah, H.","Liu, R.",2025,1
"Shah, H.","Li, Y.",2025,1
"Kondo, H.","Ishii, M.",2025,1
"Kondo, H.","Tohyama, S.",2025,1
"Kondo, H.","Iseri, S.",2025,1
"Ogata, H.","Yu, F.",2025,1
"Ogata, H.","Shih, J.",2025,1
"Ogata, H.","Li, L. N.",2025,1
"Ogata, H.","Khambari, M. N. M.",2025,1
"Ogata, H.","Yu, S.",2025,1
"Ogata, H.","Kong, S.",2025,1
"Ogata, H.","Wong, S. L.",2025,1
"Ogata, H.","Chan, T.",2025,1
"Ogata, H.","Chen, W.",2025,1
"Ogata, H.","Hu, X.",2025,1
"Ogata, H.","Yeh, Y.",2025,1
"Egi, H.","Nishimura, R.",2025,1
"Inoue, H.","Tagawa, T.",2025,1
"Lane, H.","Schmidt, M.",2025,1
"Lane, H.","Shen, Q.",2025,1
"Lane, H.","Tai, X.",2025,1
"Tran, H. N.","Zheng, B.",2025,1
"Tran, H. N.","Xu, J.",2025,1
"Li, H.","Botelho, A. F.",2025,1
"Yang, H.","Ma, S.",2025,1
"Kang, H.","Sezen-Barrie, A.",2025,1
"Kang, H.","Vil, C. S.",2025,1
"Kang, H.","Reigh, E. V.",2025,1
"Kang, H.","Mozaffari, F.",2025,1
"Kang, H.","Dunhill, G.",2025,1
"Kang, H.","Fitzmaurice, H. L.",2025,1
"Kang, H.","Barton, J. C.",2025,1
"Kang, H.","Tripp, J.",2025,1
"Kang, H.","Stapleton, M. K.",2025,1
"Kang, H.","Wilkerson, M. H.",2025,1
"Kang, H.","Shin, M.",2025,1
"Kang, H.","Tsai, N.",2025,1
"Kang, H.","Waight, N.",2025,1
"Kang, H.","Park, W.",2025,1
"Hong, H.","Hung, G.",2025,1
"Hong, H.","Tseng, L.",2025,1
"Hong, H.","Liao, S.",2025,1
"Hong, H.","Chang, Y.",2025,1
"Arnim, H. A. V.","Louwerens, C.",2025,1
"Arnim, H. A. V.","Johansen, E. A.",2025,1
"Arnim, H. A. V.","Larsen, E. W.",2025,1
"Arnim, H. A. V.","Eide, H.",2025,1
"Arnim, H. A. V.","Heyn, L. G.",2025,1
"Arnim, H. A. V.","Olesen, S.",2025,1
"Shi, H.","Tang, Y. M.",2025,1
"Yang, H.","Rachmatullah, A.",2025,1
"Yang, H.","Paruchuri, L.",2025,1
"Yang, H.","Cao, Q.",2025,1
"Yang, H.","Chen, R.",2025,1
"Yang, H.","Capan, S.",2025,1
"Yang, H.","Jain, S.",2025,1
"Yang, H.","Chiou, Y.",2025,1
"Yang, H.","Tan, S.",2025,1
"Hussain-Abidi, H.","LeBodvidge, C.",2025,1
"Lee, H.","Kim, H.",2025,1
"Yun, H.","Feng, Y.",2025,1
"So, H.","Kim, B.",2025,1
"So, H.","Chang, B.",2025,1
"So, H.","Looi, C.",2025,1
"So, H.","Kim, D.",2025,1
"So, H.","Yu, F.",2025,1
"So, H.","Ogata, H.",2025,1
"So, H.","Jang, H.",2025,1
"So, H.","Tae, J.",2025,1
"So, H.","Ha, J. E.",2025,1
"So, H.","Shih, J.",2025,1
"So, H.","Kim, K.",2025,1
"So, H.","Li, L. N.",2025,1
"So, H.","Tan, L.",2025,1
"So, H.","Khambari, M. N. M.",2025,1
"So, H.","Yu, S.",2025,1
"So, H.","Kong, S.",2025,1
"So, H.","Kim, S.",2025,1
"So, H.","Wong, S. L.",2025,1
"So, H.","Kim, S.",2025,1
"So, H.","Chan, T.",2025,1
"So, H.","Chen, W.",2025,1
"So, H.","Chen, W.",2025,1
"So, H.","Hu, X.",2025,1
"So, H.","Ko, Y.",2025,1
"So, H.","Yeh, Y.",2025,1
"So, H.","Wang, Y.",2025,1
"Kim, H.","Kim, J.",2025,1
"Kim, H.","Kozan, K.",2025,1
"Han, H.","Abdeen, M. S.",2025,1
"Pijeira-Díaz, H. J.","Channa, F.",2025,1
"Pijeira-Díaz, H. J.","Ngwenya, J.",2025,1
"Pijeira-Díaz, H. J.","Mänty, K.",2025,1
"Dahlstrom-Hakki, I.","Bastoni, A.",2025,1
"Dahlstrom-Hakki, I.","Coppens, A.",2025,1
"Dahlstrom-Hakki, I.","Yan, A.",2025,1
"Dahlstrom-Hakki, I.","Arista, A. R.",2025,1
"Dahlstrom-Hakki, I.","Hartman, C.",2025,1
"Dahlstrom-Hakki, I.","Onwumere, D.",2025,1
"Dahlstrom-Hakki, I.","Seaman, J.",2025,1
"Dahlstrom-Hakki, I.","Gillespie-Lynch, K.",2025,1
"Dahlstrom-Hakki, I.","Patten, K.",2025,1
"Dahlstrom-Hakki, I.","Barrow, L.",2025,1
"Dahlstrom-Hakki, I.","Wang, N.",2025,1
"Dahlstrom-Hakki, I.","Tumolo, S.",2025,1
"Dahlstrom-Hakki, I.","LeTourneau, S.",2025,1
"Dahlstrom-Hakki, I.","Alstad, Z.",2025,1
"Adisa, I. O.","Mah, C.",2025,1
"Kim, I.","Lloyd, M.",2025,1
"Kim, I.","Melvin, M.",2025,1
"Davidesco, I.","Kyle, A. M.",2025,1
"Davidesco, I.","Montrosse-Moorhead, B.",2025,1
"Davidesco, I.","Boczar, D.",2025,1
"Davidesco, I.","Oas, J.",2025,1
"Davidesco, I.","Bondaryk, L.",2025,1
"Davidesco, I.","Coburn, M.",2025,1
"Nwogu, I.","Saito-Stehberger, D.",2025,1
"Nwogu, I.","Ritchie, D.",2025,1
"Nwogu, I.","Kaimana, M.",2025,1
"Nwogu, I.","Isero, M.",2025,1
"Nwogu, I.","Tate, T.",2025,1
"Hyyppä, I.","Krzywacki, H.",2025,1
"Hyyppä, I.","Södervik, I.",2025,1
"Dubovi, I.","Naor, A. P.",2025,1
"Södervik, I.","Krzywacki, H.",2025,1
"Taimela, I.","Vishwanath, A.",2025,1
"Taimela, I.","Garcia, J. E.",2025,1
"Dey, I.","Edmonds, C.",2025,1
"Dey, I.","Doherty, E.",2025,1
"Dey, I.","Bush, J. B.",2025,1
"Dey, I.","Banihashem, K.",2025,1
"Dey, I.","McNeill, L.",2025,1
"Dey, I.","Hirshfield, L.",2025,1
"Dey, I.","Hoang, N.",2025,1
"Dey, I.","Passonneau, R. J.",2025,1
"Dey, I.","Smith, R.",2025,1
"Dey, I.","Zhang, R.",2025,1
"Dey, I.","Jackson, T. J.",2025,1
"Dey, I.","Zhu, X.",2025,1
"Dey, I.","Jung, Y.",2025,1
"Kollar, I.","Schunn, C. D.",2025,1
"Kollar, I.","Haddadian, G.",2025,1
"Kollar, I.","Khosravi, H.",2025,1
"Kollar, I.","Hornstein, J.",2025,1
"Kollar, I.","Banihashem, K.",2025,1
"Kollar, I.","Greisel, M.",2025,1
"Kollar, I.","Alqassab, M.",2025,1
"Kollar, I.","Rummel, N.",2025,1
"Kollar, I.","Noroozi, O.",2025,1
"Kollar, I.","Yu, Q.",2025,1
"Kollar, I.","Pozdniakov, S.",2025,1
"Kollar, I.","Gao, X.",2025,1
"Han, I.","Park, H.",2025,1
"Han, I.","Jung, J.",2025,1
"Han, I.","Joo, S.",2025,1
"Han, I.","Park, S.",2025,1
"Lee, I.","Shah, A.",2025,1
"Lee, I.","Han, A.",2025,1
"Lee, I.","Perez, A.",2025,1
"Lee, I.","Peel, A.",2025,1
"Lee, I.","Krakowski, A.",2025,1
"Lee, I.","Wendel, D.",2025,1
"Lee, I.","Greenwald, E.",2025,1
"Lee, I.","Rabinowitz, G.",2025,1
"Lee, I.","Park, J. H.",2025,1
"Lee, I.","Chen, J.",2025,1
"Lee, I.","Malyn-Smith, J.",2025,1
"Lee, I.","Moore, K.",2025,1
"Lee, I.","Moore, K. S.",2025,1
"Lee, I.","Peterson, K.",2025,1
"Lee, I.","Weckel, M.",2025,1
"Lee, I.","Wilkerson, M. H.",2025,1
"Lee, I.","Gupta, P.",2025,1
"Lee, I.","Burke, Q.",2025,1
"Lee, I.","Chaffee, R.",2025,1
"Lee, I.","Ali, S.",2025,1
"Lee, I.","Jacob, S.",2025,1
"Poblete, I. P.","Stewart, A. E.",2025,1
"Backfisch, I.","Eder, T.",2025,1
"Saban, I.","Hadar, L.",2025,1
"Tabak, I.","Ong, A.",2025,1
"Tabak, I.","Castro, A.",2025,1
"Tabak, I.","McKoy, A.",2025,1
"Tabak, I.","Quiterio, A.",2025,1
"Tabak, I.","Pierson, A.",2025,1
"Tabak, I.","Daniel, B.",2025,1
"Tabak, I.","Varda, C.",2025,1
"Tabak, I.","Keifert, D. T.",2025,1
"Tabak, I.","Hammer, D.",2025,1
"Tabak, I.","Kyza, E. A.",2025,1
"Tabak, I.","Järvenoja, H.",2025,1
"Tabak, I.","Killen, H.",2025,1
"Tabak, I.","Y, J.",2025,1
"Tabak, I.","Shim, J.",2025,1
"Tabak, I.","Polman, J. L.",2025,1
"Tabak, I.","Gutiérrez, K. D.",2025,1
"Tabak, I.","Gholson, M.",2025,1
"Tabak, I.","Reznick, N.",2025,1
"Tabak, I.","Kennedy, R.",2025,1
"Tabak, I.","Arnold, S. T.",2025,1
"Tabak, I.","Philip, T. M.",2025,1
"Tabak, I.","Törmänen, T.",2025,1
"Tabak, I.","Kothari, V.",2025,1
"Tabak, I.","Nguyen, V.",2025,1
"Tabak, I.","Leung, V.",2025,1
"Tabak, I.","Zhang, W.",2025,1
"Tabak, I.","Nguyen, Z.",2025,1
"Gurevych, I.","Radtke, A.",2025,1
"Gurevych, I.","Rummel, N.",2025,1
"Gurevych, I.","Ruan, Q.",2025,1
"Correa, I.","Danzig, B.",2025,1
"Seccia, I. T.","Rogers, C.",2025,1
"Seccia, I. T.","Romano, D.",2025,1
"Seccia, I. T.","Cross, J.",2025,1
"Seccia, I. T.","Cervera, K.",2025,1
"Seccia, I. T.","Hays, V. V.",2025,1
"Pradhan, I.","Blake, A. R.",2025,1
"Pradhan, I.","Becerra, G. V.",2025,1
"Pradhan, I.","Kopparla, M.",2025,1
"Pradhan, I.","Thraya, S.",2025,1
"Pradhan, I.","Becerra, T.",2025,1
"Howard, I.","Turner, K.",2025,1
"Howard, I.","Schaffer, K.",2025,1
"Howard, I.","Ladhani, S.",2025,1
"Celik, I.","Zabolotna, K.",2025,1
"Celik, I.","Viberg, O.",2025,1
"Voorhis, J. K.","Lemée, M.",2025,1
"Sánchez-Reina, J. R.","Gutiérrez-Ferré, A.",2025,1
"Ruisi, J.","Paul, K.",2025,1
"Ocumpaugh, J.","Zambrano, A. F.",2025,1
"Ocumpaugh, J.","Mills, C.",2025,1
"Ocumpaugh, J.","Giordano, C.",2025,1
"Ocumpaugh, J.","Vanacore, K.",2025,1
"Ocumpaugh, J.","Nahin, N. A.",2025,1
"Ocumpaugh, J.","Nasiar, N.",2025,1
"Ocumpaugh, J.","Henkel, O.",2025,1
"Ocumpaugh, J.","Mehta, S.",2025,1
"Ocumpaugh, J.","Kuvar, V.",2025,1
"Ocumpaugh, J.","Liu, X.",2025,1
"Ocumpaugh, J.","Wei, Z.",2025,1
"Barton, J. C.","Vil, C. S.",2025,1
"Barton, J. C.","Slown, C.",2025,1
"Barton, J. C.","Tripp, J.",2025,1
"Barton, J. C.","Stapleton, M. K.",2025,1
"Nguyen, J.","Gomez, A.",2025,1
"Nguyen, J.","Woolley, D.",2025,1
"Nguyen, J.","Long, K.",2025,1
"Solyst, J.","Andam, A.",2025,1
"Solyst, J.","Stewart, A. E.",2025,1
"Solyst, J.","Poblete, I. P.",2025,1
"Solyst, J.","Hammer, J.",2025,1
"Solyst, J.","Pan, M. Y.",2025,1
"Solyst, J.","Eslami, M.",2025,1
"Lee, J.","Lee, C.",2025,1
"Lee, J.","Lee, J.",2025,1
"Lee, J.","Kwon, J. S.",2025,1
"Lee, J.","Cho, K.",2025,1
"Lee, J.","Kim, M.",2025,1
"Lester, J. C.","Acosta, H.",2025,1
"Lester, J. C.","Zou, J.",2025,1
"Lester, J. C.","Zhou, M.",2025,1
"Lester, J. C.","Huang, S.",2025,1
"Lester, J. C.","Kumaran, V.",2025,1
"Lester, J. C.","Kim, Y. J.",2025,1
"Cawley, J.","Allison, A.",2025,1
"Cawley, J.","Pete, C.",2025,1
"Cawley, J.","Pete, C.",2025,1
"Cawley, J.","Quintana, E.",2025,1
"Cooke, J.","Sample, A.",2025,1
"Cooke, J.","Jin, A.",2025,1
"Cooke, J.","Harmer, B.",2025,1
"Cooke, J.","Louwerens, C.",2025,1
"Cooke, J.","Sanchez, D.",2025,1
"Cooke, J.","Johansen, E. A.",2025,1
"Cooke, J.","Larsen, E. W.",2025,1
"Cooke, J.","Eide, H.",2025,1
"Cooke, J.","Arnim, H. A. V.",2025,1
"Cooke, J.","Karlgren, K.",2025,1
"Cooke, J.","Huang, K.",2025,1
"Cooke, J.","Heyn, L. G.",2025,1
"Cooke, J.","Zhao, L.",2025,1
"Cooke, J.","Yan, L.",2025,1
"Cooke, J.","Akoyak-Yildiz, M.",2025,1
"Cooke, J.","Cole, M.",2025,1
"Cooke, J.","Milesi, M.",2025,1
"Cooke, J.","Alfredo, R.",2025,1
"Cooke, J.","Olesen, S.",2025,1
"Cooke, J.","Zhang, X.",2025,1
"Slotta, J. D.","Cavalcante, A.",2025,1
"Slotta, J. D.","Dasgupta, C.",2025,1
"Slotta, J. D.","Meng, C.",2025,1
"Slotta, J. D.","Burron, G.",2025,1
"Slotta, J. D.","Gijlers, H. A.",2025,1
"Slotta, J. D.","Wiebe, J. P.",2025,1
"Slotta, J. D.","Mattoo, M.",2025,1
"Slotta, J. D.","Mattoo, M.",2025,1
"Slotta, J. D.","Khan, R.",2025,1
"Slotta, J. D.","Burns, S.",2025,1
"Vescio, J.","Lu, S.",2025,1
"Elen, J.","Krushinskaia, K.",2025,1
"Boos, J.","Backfisch, I.",2025,1
"Boos, J.","Wagner, S.",2025,1
"Boos, J.","Eder, T.",2025,1
"Orchard, J.","Cheng, A.",2025,1
"Orchard, J.","Lam, A. P.",2025,1
"Orchard, J.","Poon, D. K.",2025,1
"Orchard, J.","Hui, E.",2025,1
"Orchard, J.","Li, J.",2025,1
"Orchard, J.","Yeung, L.",2025,1
"Orchard, J.","Ng, W.",2025,1
"Gobert, J.","Adair, A.",2025,1
"Gobert, J.","Segan, E.",2025,1
"Gobert, J.","Pedro, M. S.",2025,1
"Lehtinen, J.","Vishwanath, A.",2025,1
"Lehtinen, J.","Taimela, I.",2025,1
"Lehtinen, J.","Garcia, J. E.",2025,1
"Nation, J.","Yep, A.",2025,1
"Nation, J.","Bañuelos, A.",2025,1
"Nation, J.","Garcia, A. V.",2025,1
"Nation, J.","Carranza, P. R.",2025,1
"Y, J.","Oyibocha, A.",2025,1
"Y, J.","Blake, A. R.",2025,1
"Y, J.","Banerjee, A.",2025,1
"Y, J.","Castro, A.",2025,1
"Y, J.","Chen, A.",2025,1
"Y, J.","Pierson, A.",2025,1
"Y, J.","Daniel, B.",2025,1
"Y, J.","Malcolm, B.",2025,1
"Y, J.","Siry, C.",2025,1
"Y, J.","Elliott, C. H.",2025,1
"Y, J.","Keifert, D. T.",2025,1
"Y, J.","Paré, D.",2025,1
"Y, J.","Knee, E.",2025,1
"Y, J.","McNabb, E.",2025,1
"Y, J.","Manz, E.",2025,1
"Y, J.","Keenan, H. B.",2025,1
"Y, J.","Rowsell, J.",2025,1
"Y, J.","Dörfler, K.",2025,1
"Y, J.","Gutiérrez, K. D.",2025,1
"Y, J.","Wright, L.",2025,1
"Y, J.","Vela, L. V.",2025,1
"Y, J.","Gholson, M.",2025,1
"Y, J.","Schalk, M.",2025,1
"Y, J.","Takeuchi, M. A.",2025,1
