citing_paper_id,cited_paper_id,citing_year,cited_year,context_snippet,status,notes
proc_icls-2026.md_38486,handle_1_11071,2026,2024,Youth in Critiquing AI. In Proceedings of the 56th ACM Technical Symposium on Computer Science,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_11129,2026,2024,Recommendation Systems: A Transformative AI Literacy Learning Experience. Proceedings of the 18th,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_11097,2026,2024,"As the learning sciences took on the mantle of engaging more explicitly in the politics of learning (e.g.,",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_10640,2026,2024,Early work in co- design within the Learning Sciences primarily focused on improving curriculum design and,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_11003,2026,2024,learning sciences was really complicated. Where,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_11177,2026,2024,"Teaching. In Hayashi, Y., et al. (Eds.), Workshop Proceedings of the 25th International Conference on",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_11026,2026,2024,This study makes an original contribution to the learning sciences by integrating evaluation and professional,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_11128,2026,2024,learning sciences while responding to student experiences. Using l earning experience network,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_10853,2026,2024,"Therefore, I developed additional theory- driven revisions grounded in learning sciences frameworks.  As the",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_10982,2026,2024,community for STEM undergraduates: Connecting a learning sciences and a learning humanities approach in,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_10675,2026,2024,"To evaluate teacher agency in  recent co-design research in LS, we reviewed papers published in ISLS venues",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_10900,2026,2024,in undergraduate computer science group projects. In Proceedings of the 18th International Conference,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11039,2026,2024,"Learning as a cornerstone of healing, resilience, and community: ICLS Proceedings: 18th Annual",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11097,2026,2024,Politics of Learning Writing Collective. (2017). The learning sciences in a new era of US nationalism. Cognition,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10851,2026,2024,"Halverson, E., & Sawyer, K. (2022). Learning in and through the arts. Journal of the Learning Sciences, 31(1), 1-",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11015,2026,2024,conceptual framework linking learning design with learning analytics. In Proceedings of the sixth,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10691,2026,2024,reliance on large language models. In Proceedings of the 2025 CHI Conference on Human Factors in,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11067,2026,2024,"broader conversation in the learning sciences about how professional learning is distributed across tools,",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10637,2026,2024,"concreteness with virtual reality. Proceedings of the Seventeenth International Conference on Tangible,",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10996,2026,2024,agent for children to explore machine learning concepts. In Proceedings of the AAAI C onference on,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10949,2026,2024,"educational spaces and advance the Learning Sciences' commitment to social justice, ethical",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11146,2026,2024,"within asymmetries of power (The Politics of Learning Writing Collective, 2017), the field of learning sciences",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10602,2026,2024,will contribute to momentum in the learning sciences highlighting the forms of labor underlying video analysis,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10881,2026,2024,"curriculum Research-Practice Partnership. International Society of the Learning Sciences, 1.",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10971,2026,2024,Co-Design of an Artificial Intelligence Curriculum. In Proceedings of the 17th International Conference,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10527,2026,2024,Learning to Enhance Their Interdisciplinary Competence. In Proceedings of the 17th International,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10838,2026,2024,"learning in CSCL environments. Yet, little is known about how learners process multiple peer",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10502,2026,2024,teacher orchestration load in scripted CSCL activities across co -located and online settings . By combining,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10510,2026,2024,Understanding: Indicator of Knowledge Integration?. In Proceedings of the 17th International,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_11173,2026,2024,learning postgraduate course. This  gap carries particular consequence for CSCL research: without frameworks,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_11015,2026,2024,"Roschelle, J. (1992). Learning by collaborating: Convergent conceptual change. Journal of the Learning Sciences,",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10943,2026,2024,generative artificial intelligence feedback for programming. Proceedings of the AAAI Conference on,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10522,2026,2024,learning (CSCL) may support deeper learning by combining adaptive feedback with,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10506,2026,2024,Student Resource Uses in a Game-based CSCL. In Proceedings of the 17th International Conference on,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10576,2026,2024,"This study investigated collaborative processes within HoloOrbits, a WebGL -based CSCL environment. The",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10970,2026,2024,"findings position ICCSA as a bridge between CSCL theory and actionable learning analytics,",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10558,2026,2024,Learned from a Remote Collaborative Coding Camp for Elementary Students. In Proceedings of the 53rd,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10853,2026,2024,"a focus on learning communities frameworks. By reviewing prior formalisms from learning sciences, computer",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_11003,2026,2024,scientists who consider learning within emerging technologies. Where scholars in the learning sciences and CSCL,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_11097,2026,2024,The Politics of Learning Writing Collective. (2017). The learning sciences in a new era of U.S. nationalism.,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10599,2026,2024,"interdisciplinary collaborative research, CSCL 2024 Proceedings, pp.67-74.",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_10674,2026,2024,"Wegerif, R. (2006). A dialogic understanding of the relationship between CSCL and teaching thinking skills.",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_10566,2026,2024,Multimodal Analysis of Mathematical Statistics Learning in a CSCL,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_11142,2026,2024,"student outcomes in CSCL (Jeong et al., 2019), less attention has been paid to the teacher experience and",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_10502,2026,2024,scripted CSCL: The role of heart rate variability. In Proceedings of the 17th International Conference on,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_10572,2026,2024,2021). CSCL literature highlights that groups need instructional support to effectively engage in collaborative,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_10704,2026,2024,Teachers in Knowledge Building Pedagogy. 617–618. https://doi.org/10.22318/cscl2025.605711,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_10527,2026,2024,"Dillenbourg, P. (2002). Over -scripting CSCL: The risks of blending collaborative learning with instructional",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_10599,2026,2024,in interdisciplinary collaborative research. In Proceedings of the 16th International Conference on,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_9918,2026,2023,(2022). TweetNLP: Cutting-Edge Natural Language Processing for Social Media. In  Proceedings of the,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_9203,2026,2023,student learning outcomes. In  Proceedings of the 20th Workshop on Innovative Use of NLP for Building,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_10257,2026,2023,"that can directly benefit the learning sciences community. First, TRAIL supports controlled experimentation with",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_10236,2026,2023,Connect with others in the ISLS community who are working to bridge research and practice.,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_10339,2026,2023,"Aligned with the ISLS themes of design, collaboration, crossing boundaries, expansive thinking, and",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_9209,2026,2023,"3.   Organizer Networks: Leveraging connections in learning sciences, STEM education, and educational",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_9263,2026,2023,"In recent years, the field of Computer Supported Collaborative Learning (CSCL) has continued to expand in",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_9975,2026,2023,about their epistemic aims and ideals helps raise awareness for what is considered rigorous research in the CSCL,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_10166,2026,2023,supported collaborative learning (CSCL) communities. Recognizing the pivotal role teachers play in shaping,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026,handle_1_10123,2026,2023,youths’ intuitive technosocial knowledge. In Proceedings of ICLS 2024 (pp. 1942–1948). ISLS.,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026,handle_1_9263,2026,2023,Proceedings of the International Conference on Computer Supported Collaborative Learning (CSCL,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026,handle_1_10104,2026,2023,Visualization of Data Design for Elementary Students. In Proceedings of the 18th International,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026,handle_1_10276,2026,2023,clarity: Computational thinking pathways communities of practice. In Proceedings of the 2026,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026,handle_1_9918,2026,2023,Instructor-Student Interactions via Mobile Interfaces and Natural Language Processing. Proceedings of,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_10269,2026,2023,computational thinking. In Proceedings of the 2012 annual meeting of the American educational,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_9263,2026,2023,International Conference on Computer -Supported Collaborative Learning (CSCL 2023)  (pp. 51– 58).,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_10090,2026,2023,Teacher Agency in Learning Sciences Co-design: Dubious or,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_9263,2026,2023,Computer Supported Collaborative Learning (CSCL 2015) (pp. 332-339).,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10332,2026,2023,Developing criticality through redesign of the tabletop game  Forbidden Island. General Proceedings of,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10269,2026,2023,Computational Thinking. Proceedings of the 2012 Annual Meeting of the American Educational,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10190,2026,2023,bias to flourish; this study contributes to ongoing discussion of design justice in the learning sciences by revealing,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10257,2026,2023,"implementation and sustainability of innovations. Journal of the Learning Sciences , 28(4-5), 659-677.",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10104,2026,2023,Visualization of Data Design for Elementary Students. In Proceedings of the 18th International,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10066,2026,2023,"weaving and sewing crafts. Journal of the Learning Sciences, 31(4–5).",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_9940,2026,2023,students with disabilities. This work c ontributes to the learning sciences by examining how educational,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10016,2026,2023,Depth of Mathematics in Fiber Crafts. 178–185. https://doi.org/10.22318/icls2023.829130,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10058,2026,2023,"behavioral, cognitive, and social. While the learning sciences have increasingly called for integration, this",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_9938,2026,2023,Culturally Responsive Teaching through an RPP Workshop. In Proceedings of the 52nd ACM Technical,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10185,2026,2023,and Ethnomathematics —Brazilian participation in the Learning Sciences remains relatively minimal. Paper,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_10315,2026,2023,in the Global South: an integrative model for science education reform in Brazil. Proceedings of,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_9875,2026,2023,How do elementary students conceptualize artificial intelligence?. In Proceedings of the 52nd ACM,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_9998,2026,2023,"Luckin, R., & Cukurova, M. (2019). Designing educational technologies in the age of AI: A Learning Sciences -",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026,handle_1_9263,2026,2023,player. In Proceedings of the 15th International Conference on Computer -Supported Collaborative,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026,handle_1_10080,2026,2023,"Sinha, T. (2025a). Evaluating efficacy of problematizing chatbot in higher education. In Proceedings of the 19th",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_9263,2026,2023,Proceedings of the 18th International Conference on Computer -Supported Collaborative Learning - CSCL 2025,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_9980,2026,2023,"review). It enables teachers to create CSCL activities in diverse learning settings (co-located, online, and hybrid).",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10099,2026,2023,conversational agent. In Proceedings of the Interaction Design and Children Conference (pp. 216-228).,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10223,2026,2023,"support dialogic assessment, through the lens of a CSCL designer. We use this term to include knowledge on the",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_9203,2026,2023,engagement and learning outcomes in CSCL.,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10232,2026,2023,theoretical depth to simulation -based education and push the boundaries of CSCL theory itself. Future research,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_9228,2026,2023,"collaboration requires and means. Furthermore, by building community, CSCL can serve as an example for other",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10322,2026,2023,"sustainability, spread, ownership, and evolution—I call on CSCL to reimagine its design principles to support",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_4227,handle_1_10004,2026,2023,evaluating students’ formative assessment responses in science. Proceedings of the AAAI conference on,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_9923,2026,2023,"until the iHCSCL published a chapter interrogating the role of equity, diversity and inclusion in CSCL (Gomez,",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_cscl-2026.md_31750,handle_1_9263,2026,2023,Proceedings of the 18th International Conferenc e on Computer -Supported Collaborative Learning -,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_8678,2026,2022,A crucial area for future development that directly engages the CSCL community is the planned  Social,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_8455,2026,2022,participant user-testing phase. Initial insights and reflections on the design process will be presented at the ISLS,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_8645,2026,2022,"systems learning in classrooms. In Hoadley, C. M. & Roschelle, J. (Eds.),  Proceedings of the Computer",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_8844,2026,2022,press). Leveraging CSCL for social emotional learning: Early insights from a large-scale classroom,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_8490,2026,2022,•   Chen Gaowei (Learning Sciences; Artificial Intelligence in Education; Educational Dialogue),extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_9077,2026,2022,"for addressing these challenges and creating opportunities. Grounded in CSCL theory, design,",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_9001,2026,2022,"assessment in higher education in the AI age (Schwarz et al., in press). We build on decades of CSCL research on",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_isls-2026,handle_1_9058,2026,2022,"mothers perceive, do, and envision early STEM learning.  Proceedings of International Society of the",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026,handle_1_8490,2026,2022,"Homework Support. In Proceedings of International Conference on Artificial Intelligence in Education,",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
